,review_body,stars,language,translated_review
276,Cuesta mucho quitar el esmalte. Los he usado para potentes.,2,es,It is very difficult to remove the polish. I have used them for powerful.
277,"No tiene calidad, y con las TV LG no es compatible, no lo aconsejo No tiene calidad, y con las TV LG no es compatible, no lo aconsejo",2,es,"It does not have quality, and it is not compatible with LG TVs, I do not recommend it It does not have quality, and it is not compatible with LG TVs, I do not recommend it"
278,"Lo que hizo que me decidiera a comprarlas fue por la estética que tienen, ya que me gustan las botas estilo militar. Las veces que me las he puesto son bastante cómodas y parecen de calidad, aunque eso se verá con el tiempo. Lo único malo es que pesan un poco, pero es algo normal por la suela que tiene.",4,es,"What made me decide to buy them was because of the aesthetics they have, since I like military style boots. The times I have worn them they are quite comfortable and seem to be of quality, although that will be seen over time. The only bad thing is that they weigh a little, but that's normal because of the sole it has."
279,Si haces una pizza un poco grande (nada exagerado) la tabla se queda pequeña a la hora de meterla en el horno. Evidentemente cuando la pizza esta horneada y la masa ya esta tostada no hay problema con el tamaño.,4,es,If you make a slightly large pizza (nothing exaggerated) the board will be too small when it comes time to put it in the oven. Obviously when the pizza is baked and the dough is already toasted there is no problem with the size.
280,Tengo esto móvil casi hace año y medio y la verdad que siempre me hace alguna cosa rara. La batería genial al igual que la calidad de los materiales. ¿que me suele pasar? Cada vez que hacen una actualización del fabricante me falla el sistema de cambio 4g por wifi. Si tengo una wifi por ejemplo la de casa tengo que andar mirando si se conecta o no y la gran mayoría es que no. Tengo que activar y desactivar la wifi. El sensor de huellas es muy lento. Yo creo que por el precio que tiene hay cosas mejores en el mercado.,2,es,"I've had this phone for almost a year and a half and the truth is that it always does something strange to me. The battery is great as is the quality of the materials. What usually happens to me? Every time they make an update from the manufacturer, the system to change 4G for Wi-Fi fails me. If I have Wi-Fi, for example the one at home, I have to check to see if it connects or not and the vast majority say it doesn't. I have to turn wifi on and off. The fingerprint sensor is very slow. I think that for the price there are better things on the market."
281,"No están centrados, he pedido varios y todos tienen el mismo problema, el logo no está centrado con el círculo, o muy arriba, o abajo, izquierda, etc... Pero por el precio que tiene no se puede pedir más. Aún así queda bonito.",3,es,"They are not centered, I have ordered several and they all have the same problem, the logo is not centered with the circle, or too high, or below, left, etc... But for the price you can't ask for more. Still looks pretty."
282,La radio está genial calidad precio va muy bien pero hay un fallo en las compatibilidades yo tengo un passat de 2012 y según pone ahí es hasta 2013 y a la hora de instalarlo va Todo genial pero no lleva cable para alimentar la cámara así que la tuve que devolver.,3,es,"The radio is great, quality for the price, it works very well but there is a fault in the compatibility. I have a passat from 2012 and according to what it says there it is until 2013 and when it comes time to install it it works. Everything is great but it does not have a cable to power the camera so I had to return."
283,"El producto bien, pero he pedido tres unidades y solo ha llegado uno de los tres que he pagado. gracias",1,es,"The product is good, but I have ordered three units and only one of the three I paid for has arrived. thank you"
284,"Buen articulo, envio un poco lento, pero muy satisfecho en calidad precio. Para lo que me hacia falta precisamente para mi montaje",5,es,"Good article, shipping a little slow, but very satisfied with the quality and price. For what I needed precisely for my assembly"
285,"PARA SU PRECIO NO SE PUEDE PEDIR MAS. SE COME MUY RAPIDO LAS PILAS DEL RECEPTOR, PERO HE COMPRADO UN ADAPTADOR A UN ENCHUFE Y ARREGLADO. MUY SENSIBLE A UN MINIMO MOVIMIENTO EN SU RANGO DE TRABAJO YA SE ACTIVA Y SUENA. NO SE PUEDE PEDIR MAS POR EL PRECIO QUE TIENE.",3,en,"FOR ITS PRICE YOU CANNOT ASK FOR MORE. IT EATS THE BATTERIES IN THE RECEIVER VERY FAST, BUT I BOUGHT AN ADAPTER TO A PLUG AND IT WAS FIXED. VERY SENSITIVE TO A MINIMUM MOVEMENT IN ITS WORKING RANGE, IT ALREADY ACTIVATES AND SOUNDS. YOU CAN'T ASK FOR MORE FOR THE PRICE IT HAS."
286,Bueno... Otro cable de estorbo mas,3,es,Well... Another cable in the way
287,El producto es muy lindo y mi hijo le encantó. Pero no funciona el sistema q dispara.,3,es,The product is very cute and my son loved it. But the system that triggers does not work.
288,"No es lo q he comprado exactamente. Compré este producto por un accesorio de flotar la GoPro , q en la foto aparecía, y en la caja no viene.",1,es,"It's not exactly what I bought. I bought this product for an accessory to float the GoPro, which appeared in the photo, and it does not come in the box."
289,"No sólo no me gustó la calidad del producto sino que además llegó con una madera rajada. Lo devolví y punto, sin ningún problema.",2,es,"Not only did I not like the quality of the product but it also arrived with cracked wood. I returned it and that's it, without any problem."
290,"No se aguantan, cuando engancho imán al soporte al rato se despega. Lo he dejado un día entero para que se adhiera bien y nada vuelve a caerse, le tuve que poner super glue 3 y engancharlo a la funda de plástico rígido",1,es,"They don't hold up, when I attach the magnet to the support it comes off after a while. I have left it for a whole day so that it adheres well and nothing falls off again, I had to put super glue 3 on it and attach it to the rigid plastic case"
291,Esta muy bien se plancha mejor,5,es,"It is very good, it irons better"
292,Las visagras no son las que toca y no se puede acabar de montar...,2,es,The hinges are not the ones that fit and you cannot finish assembling...
293,"El producto no me a llegado. Tardaba un montón en llegar al final me lo olvidé de el y a día de hoy no me a llegado, lo pedí en diciembre.",1,es,"The product has not arrived. It took a long time to arrive at the end, I forgot about it and as of today it hasn't arrived, I ordered it in December."
294,"Me ha gustado el buen café que sale con su presión , es fácil de manejar y el poco espacio que ocupa, lo único que es algo complicado es en los ajustes de temperatura con los botones , pero por lo demás , genial!!!!",5,es,"I liked the good coffee that comes out with its pressure, it is easy to handle and the little space it takes up, the only thing that is somewhat complicated is the temperature settings with the buttons, but otherwise, great!!!!"
295,Relacion calidad precio aceptable.,3,es,Acceptable quality-price ratio.
296,No huele mucho y tampoco dirá mucho,3,es,It doesn't smell much and it won't say much either.
297,Pongo una estrella porque sino no me deja publicar pero el pedido NO me llego nunca despues de mucho tiempo de espera.,1,es,I put a star because otherwise it won't let me publish but the order never arrived after a long wait.
298,El producto funciona con el iPhone y iPad. Enseña todo lo que hay en el dispositivo excepto a los vídeos comprados en iTunes.,4,es,The product works with iPhone and iPad. Shows everything on the device except videos purchased from iTunes.
299,La funda con el tiempo se estropea. Solo me ha durado dos meses. La anilla con la correa se rompe bastante rápido y las costuras de la funda se deshacen.,2,es,The cover breaks down over time. It only lasted me two months. The ring with the strap breaks quite quickly and the seams of the cover come undone.
300,"Me dejé llevar por los comentarios positivos. Si son muy baratos, pero prefiero pagar un poco más por unos audífonos que suenen bien. Además, el cable es de muy mala calidad, dudo mucho que me duren más de dos meses.",2,es,"I got carried away by the positive comments. Yes they are very cheap, but I prefer to pay a little more for headphones that sound good. Also, the cable is of very poor quality, I highly doubt they will last more than two months."
301,A pesar de tener 4 puertos USB ocupa poco espacio comparado con otros de 2 puertos. No pesa y es de muy buena calidad. La carga de un Samsung S10 Plus se realiza muy rapido (un 50% en 15-18 minutos). Creo que tambien es ideal para viajar.,5,es,"Despite having 4 USB ports, it takes up little space compared to others with 2 ports. It is not heavy and is of very good quality. Charging a Samsung S10 Plus is done very quickly (50% in 15-18 minutes). I think it is also ideal for traveling."
302,Tengo un niño de cuatro años y me parece un olor muy fuerte,1,es,I have a four year old child and I find the smell very strong.
303,"Si la arena se moja la finalidad del producto se desvanece. Con arena seca muy bien. La compré para poner a mi hija 2 años y sin agua bien, pero si estaba mojada es lo mismo que sentaría en la arena. Muy mejorable. Es útil para dejar las bolsas y que no se llene n de arena",3,es,"If the sand gets wet the purpose of the product fades. With dry sand very well. I bought it to put my 2 year old daughter and she would be fine without water, but if she was wet it is the same as she would sit in the sand. Very improvable. It is useful to leave the bags so that they do not fill with sand"
304,"Es un libro de lectura fácil, que entretiene",4,es,It is an easy reading book that entertains.
305,"La bomba de succion y la campana, estan bien y funcionan, si bien la conexion de la bomba a la campana deberia de traer un sistema de seguro para que no se saliera. Las arandelas de silicona para mi gusto son estrechas y las he tenido que recortar.",3,es,"The suction pump and the hood are good and work, although the connection of the pump to the hood should have a safety system so that it does not come off. The silicone washers are narrow for my taste and I had to trim them."
306,"Tardo el doble del tiempo estimado, la calidad del material no es muy buena. Morro que vuelva a comprar nada",2,es,"It takes twice the estimated time, the quality of the material is not very good. Morro to buy anything again"
307,Se me rompió el primer día.,1,es,It broke on the first day.
308,La verdad que muy mal. Lo pedi el 6 de abril y todavia no me ha llegado.. y el vendedor no me dice nada.. me parece alucinante.,1,es,The truth is very bad. I ordered it on April 6 and it still hasn't arrived... and the seller doesn't tell me anything... it seems amazing to me.
309,"Los he comprado para sustituir los originales de mi suzuki bandit (que parecen de camión), el material es muy bueno, no ha perdido color, se ven mil veces mejor, les he dado con agua y jabón al lavar la moto y resisten bien, están como el primer día. Quedan esteticamente muy bien.",5,es,"I bought them to replace the original ones on my suzuki bandit (which look like a truck), the material is very good, it has not lost color, they look a thousand times better, I have given them soap and water when washing the motorcycle and they hold up well, They are like the first day. They look very good aesthetically."
310,"El programa de control de los led está bien, pero no se puede controlar los ventiladores pwm...",2,es,"The LED control program is fine, but you cannot control the pwm fans..."
311,Los tornillos malísimos,3,es,The lousy screws
312,No sirve para inducción,1,es,Not suitable for induction
313,"Llegó puntual y bien empaquetado, el cinturón en sí es cómodo y se adapta bien a la cintura, de material muy normalito, no lleva cinturón interior, lo malo, que para vigilantes y policías, si llevan armas y demás dotación de doblará y tirará hacia abajo si no aprietas bien el cinturón, lleva 6 trabillas, 2 fijas y 4 con corchetes, la hebilla es de plástico y tres puntos de cierre pero se la ve muy blandita para aguantar peso, de echo a mí no me cerraba el del centro y he tenido que doblar el plástico para que no se abriera al abrir los otros dos. Lo que dure, el tiempo lo dirá, pero creo que por un poco más, en el mercado hay cinturones mejores y de mejor calidad. Me parece caro para lo que es, sobre todo para vigilantes y policías, para otras profesiones o simplemente usarlo para ir de acampada puede valer.",3,es,"It arrived on time and well packaged, the belt itself is comfortable and adapts well to the waist, made of very normal material, it does not have an inner belt, the bad thing is that for security guards and police, if they carry weapons and other equipment, it will bend and pull towards below, if you don't tighten the belt properly, it has 6 loops, 2 fixed and 4 with brackets, the buckle is plastic and has three closing points but it looks very soft to hold weight, in fact the one in the center didn't close for me and I had to bend the plastic so it wouldn't open when I opened the other two. How long it lasts, time will tell, but I think that for a little longer, there are better and better quality belts on the market. It seems expensive to me for what it is, especially for security guards and police, for other professions or simply using it to go camping may be worth it."
314,"La imagen no corresponde con la realidad. La parte delantera viene con un cuadro d e WARNING gigante, y la parte traser en blanco.",2,es,"The image does not correspond to reality. The front comes with a giant WARNING box, and the back is blank."
315,"Va perfecto. El giroscopio mantienen estable el dron hasta con condiciones desfavorables de viento fuerte. El GPS es glonass, con lo que las funciones que dependen de el (follow me, back home y plan de vuelo) funcionan perfectas y con gran precisión.",5,es,"It's perfect. The gyroscope keeps the drone stable even in unfavorable conditions of strong wind. The GPS is glonass, so the functions that depend on it (follow me, back home and flight plan) work perfectly and with great precision."
316,"El producto era lo esperado y llegó antes de tiempo, el montaje fue facil",4,es,"The product was as expected and arrived ahead of time, assembly was easy."
317,Calidad precio buena,4,es,Good price quality
318,Muy buena calidad precio encantada yo las tengo en la cocina,5,es,"Very good quality, price, delighted, I have them in the kitchen"
319,Muy justa y normalmente gasto un 42 y medio por eso he pedido media talla más,3,es,Very fair and I normally wear a 42 and a half that's why I ordered half a size larger
320,"Suave, fresca pero se arruga mucho",3,es,"Soft, fresh but wrinkles a lot"
321,"Me cabello eres rizado no resolvió nada, no se alisó no se aliño no hidratado no hizo nada",1,es,"My hair is curly, it didn't solve anything, it didn't straighten, it didn't dress, it didn't hydrate, it didn't do anything."
322,Mejor de lo esperado en cuanto a tallaje. Viene un pelin descosido pero no se nota casi y no es una prenda para diario asi que bien,4,es,Better than expected in terms of sizing. It comes a little bit torn but it's hardly noticeable and it's not an everyday item so good
323,Muy bien en salidas de unas 3/4 horas,5,es,Very good for outings of about 3/4 hours
324,"Nos desilusiono bastante, la diana muy endeble y se cae facilmente, el arco no vale nada y las flechas no hacen ventosa. Si lo sé, no lo compro.",2,es,"We were quite disappointed, the target was very flimsy and falls easily, the bow is worthless and the arrows do not suck. If I know, I don't buy it."
325,"La esterilla es cómoda, sobre todo porque es fácil de llevar, ocupa poco y lo más importante al guardarla se vuelve a meter perfectamente en su funda. Perfecta para excursión de fin de semana.",5,es,"The mat is comfortable, especially because it is easy to carry, takes up little space and, most importantly, when stored, it fits perfectly back into its case. Perfect for a weekend excursion."
326,"Esta bien.He comparado mucho el precio, este precio es mas razonable que otros tambien que tienen app.",5,es,"It's okay. I have compared the price a lot, this price is more reasonable than others that also have an app."
327,"Como cargador bien, es de Canon oficial y eso tiene unas garantías. Pero te viene con clavija extranjera, NO es de enchufe español, con lo que hay que comprarse un adaptador, y si como en mi caso te corría prisa cargar las baterías, despídete",2,es,"As a charger, well, it is from official Canon and that has some guarantees. But it comes with a foreign plug, it is NOT a Spanish plug, so you have to buy an adapter, and if, like in my case, you are in a hurry to charge the batteries, say goodbye"
328,"El sonido NO es muy bueno. Los menús son bastante liosos. Es un producto de hace unos años, no me convence y creo q irá al cajón",1,es,"The sound is NOT very good. The menus are quite confusing. It is a product from a few years ago, it doesn't convince me and I think it will go in the drawer"
329,"Llego fuera de terminio establecido al comprar. Aun asi producto en buen estado, igual que en la descripcion del vendedor.",2,es,"It arrived outside the deadline established when purchasing. Still product in good condition, same as in the seller's description."
330,Este producto lo compre en amazon e solicitado la devolucion y AMAZON me pasa al fabricante yo lo compre aAMAZON POR LO TANTO NECESITO SOLUCION.,1,es,"I bought this product on Amazon and requested a return and AMAZON passed it on to the manufacturer, I bought it from AMAZON THEREFORE I NEED A SOLUTION."
331,Se pilla mucho! Para películas mejor que videos musicales,3,es,It catches a lot! For movies better than music videos
332,Algunas piezas están un poco ralladas y alguna un poco golpeada,3,es,Some pieces are a little scratched and some are a little beaten.
333,La cafetera funciona perfectamente y hace bien el café. He leído comentarios de que se sale el café pero por ahora todo bien. Lo que no me ha gustado es que en la caja se indica que viene un pack de muestras de café gratuito para probarlos pero el hueco venía vacío....y la máquina viene sin precintar,3,es,The coffee maker works perfectly and makes coffee well. I have read comments that the coffee leaks but so far so good. What I didn't like is that the box indicates that a pack of free coffee samples comes to try them but the space came empty...and the machine comes unsealed
334,Era para el cumpleaños de mi hija y cumplió expectativas,4,es,It was for my daughter's birthday and it met expectations.
335,De momento funcionan muy bien. La impresión es buena y la impresora los reconoce sin problema. El envió fue rápido y bien empaquetado,4,es,At the moment they work very well. The printing is good and the printer recognizes them without problem. Shipping was fast and well packaged
336,"A pesar de que tiene 90 dientes, astilla un poco la melamina, (no tendria que hacerlo)",3,es,"Even though it has 90 teeth, the melamine chips a little (I shouldn't have to)"
337,"Tengo unas de otra marca y ahora estas parecen la copia comparadas con las que ya tengo. El material no es como me esperaba, te hace sudar enseguida y acaban siendo incómodas. Las siguientes que compre volverán a ser imitación.",2,es,"I have some from another brand and now these look like a copy compared to the ones I already have. The material is not what I expected, it makes you sweat immediately and ends up being uncomfortable. The next ones I buy will be imitations again."
338,"Se lo he enviado como regalo a un Mastin Español que le encantan las cuerdas de este tipo (con ésta ya tiene cuatro) y de momento no se separa de ella, la lleva donde él va. Es una cuerda robusta que permite tirones fuertes sin inmutarse. Pesa bastante y es semirrígida. Sin duda es para perros de mandíbula potente. Un acierto es este caso.",5,es,"I have sent it as a gift to a Spanish Mastiff who loves ropes of this type (with this one he already has four) and at the moment he does not part with it, he takes it wherever he goes. It is a robust rope that allows strong pulls without flinching. It weighs quite a bit and is semi-rigid. It is undoubtedly for dogs with a powerful jaw. This case is a success."
339,"Excelente para el niño, i muy buena comunicacion com el vendedor. Recomendado",5,es,"Excellent for the child, and very good communication with the seller. Recommended"
340,Con el tiempo se separa la pantalla del dispositivo.,1,es,Over time the screen separates from the device.
341,"No tiene sentido vender unas bolsas como ecológicas y que la parte central, donde se enrollan las bolsas sea de plastico, en vez de hacerlas de madera u otro material biodegradable.",2,es,"It makes no sense to sell bags as ecological and that the central part, where the bags are rolled, is made of plastic, instead of making them out of wood or other biodegradable material."
342,El producto perfecto y muy bien embalado. Quito una estrella porque ha llegado con un día de retraso y no se me avisó.,4,es,The perfect product and very well packaged. I'm removing one star because it arrived a day late and I wasn't notified.
343,"Dan una luz muy bonita, el acabado en color bronce les da un punto muy bonito y los hace pasar mas desapercibidos durante el dia, en mi caso al tenerlos en una terraza y sin colocar el pincho es lo que queria, los he empotrado sobre un suelo de exterior de madera, ahora solo espero que duren, por eso aun no doy las 5 estrellas. Envio muy rápido.",4,es,"They give a very nice light, the bronze finish gives them a very nice look and makes them go more unnoticed during the day, in my case having them on a terrace and without placing the spike is what I wanted, I have recessed them on a wooden outdoor floor, now I just hope they last, that's why I still don't give 5 stars. Very fast delivery."
344,"Al desembalar el producto veo que falta una de las partes del marco, me tocará devolverlo. Es una pena porque tenía buena pinta.",1,es,"When unpacking the product I see that one of the parts of the frame is missing, I will have to return it. It's a shame because it looked good."
345,"Peor compra de amazon en años.. no sirve, no produce apenas luz ... una autentica porquería.. 😘",1,es,"Worst Amazon purchase in years... no use, hardly any light... real rubbish... 😘"
346,"Nunca habia visto este tipo de producto y despues de informarme me llamo la atencion, es curioso para cocinar y la verdad que me gusta bastante, no necesitas cocina pra cocinar por lo que puede usarse para camping y llevarlo a cualquier sitio, la comida al vacio se hace de forma mas natural sin ningun tipo de aceite ni fritos, conserva mas su sabor natural. Se utiliza muy facil gracias a su pantalla tactil y las instrucciones.",5,es,"I had never seen this type of product and after informing myself it caught my attention, it is curious for cooking and the truth is that I quite like it, you don't need a kitchen to cook so it can be used for camping and taken anywhere, vacuum food It is made in a more natural way without any type of oil or frying, it retains more of its natural flavor. It is very easy to use thanks to its touch screen and instructions."
347,"Muy divertido y las pinturas van bien. Aunque hay espacios sin número ni en el lienzo, ni en el papel que te dan para poder ver los números cuando ya estás pintando el lienzo. Añadiría unas breves instrucciones sobre cómo empezar con colores claros y muy amplios, o como no aguar las pinturas",4,es,"Very fun and the paintings go well. Although there are spaces without numbers either on the canvas or on the paper they give you so you can see the numbers when you are already painting the canvas. I would add some brief instructions on how to start with light and very broad colors, or how not to water down the paints."
348,"No se ajusta bien del todo. Mi pastor alemán puede con ella. Si tenéis perro grande, mejor otra red más robusta.",1,es,"It doesn't fit well at all. My German Shepherd can handle it. If you have a large dog, another more robust net is better."
349,Lo probé en cuanto llego. Hasta ahora todo bien.,5,es,"I tried it as soon as it arrived. So far, so good."
350,Hombre pues me gustaría para empezar que me lo mandarán porque todavía no lo he recibido iban a pasar ya 6 meses,3,es,"Man, I would like to start by sending it to me because I haven't received it yet, it's going to be 6 months now."
351,"Buena lampara, tiene modo noche donde te baja la intensidad de la luz, diferentes tonalidades de luz (fría o calida) y te permite apagar y encender la lampara desde el propio mando la unica pega que le pondría sería que en las fotos parece que se pueda mover la luz central (inclinar) y no es así, pero en general muy bien",4,es,"Good lamp, it has a night mode where the intensity of the light is lowered, different shades of light (cold or warm) and it allows you to turn the lamp on and off from the remote control itself. The only drawback I would have would be that in the photos it seems to be I can move the central light (tilt) and it doesn't, but overall very good"
352,Bie para su precio calidad,3,es,Good for its price quality
353,Es igual que lo descrito pero un poco pequeña. Por lo demás envío rápido,4,es,It is the same as described but a little small. Otherwise fast shipping
354,"Al artículo le faltan pequeñas piezas q no son importantes, son embellecedores (falta la planta q indica el nivel del agua y un palo de plástico q separa en tres las zonas de plantación), cuando compro un artículo nuevo me gusta q esté en perfectas condiciones. En las fotos aparecen los huecos de las piezas que faltan.",3,es,"The item is missing small pieces that are not important, they are embellishing (the plant that indicates the water level is missing and a plastic stick that separates the planting areas into three), when I buy a new item I like it to be in perfect condition . The holes of the missing pieces appear in the photos."
355,Por in lado me ha gustado la calidad de los materiales y su diseño muy práctico que permite leer apoyando la en la mesa. También me ha gustado el tiempo de entrega que ha sido la mitad de lo anunciado.,5,es,"On the other hand, I liked the quality of the materials and its very practical design that allows you to read by resting it on the table. I also liked the delivery time, which was half of what was advertised."
356,"Ayer recibí la lámpara, y no es la misma que la de la foto y la descripción. Distinto tamaño y distinto color, muy decepcionada ☹️",1,es,"Yesterday I received the lamp, and it is not the same as the one in the photo and description. Different size and different color, very disappointed ☹️"
357,No está mal aunque se desarma fácilmente al sacar los rollos,3,es,"It's not bad, although it comes apart easily when you take out the rolls."
358,"Está súper bien el libro llego dos días antes, si lo necesitas te lo recomiendo, además esta a un precio muy económico.",4,es,"The book is super good, it arrived two days early, if you need it I recommend it, and it is also at a very affordable price."
359,Calidad precio aceptable,4,es,Acceptable price quality
360,"Este soporte es justo lo que esperaba, se ve fuerte y de fácil manejo, además cubre un amplio abanico de pulgadas, un acierto y a buen precio.",5,es,"This support is just what I expected, it looks strong and easy to use, it also covers a wide range of inches, a success and at a good price."
361,"Podría ajustarse mejor le faltan unos milímetros arriba, abajo y en los laterales en un Xiaomi note 7, como punto positivo no tiene agujero en la Cámara delantera, y podría llevar un molde para la instalación del cristal templado",4,es,"It could fit better, it lacks a few millimeters above, below and on the sides on a Xiaomi note 7, as a positive point it does not have a hole in the front camera, and it could have a mold for the installation of the tempered glass"
362,"Me has gustado mucho, pero venían dos copas rotas por lo que se me fastidiado el juego de seis",3,es,"I liked it a lot, but two glasses came broken so the set of six was ruined."
363,"Escogí estas por por probar la espuma y la verdad es que me ha decepcionado un poco (por higiene y durabilidad). Sin embargo los de silicona me parecen geniales, pero claro sólo me sirve un par por tamaño. Es decir el precio íntegro sólo por un par de tapones de silicona me parece excesivo. No recomendaría su compra.",2,es,"I chose these to try the foam and the truth is that I was a little disappointed (due to hygiene and durability). However, the silicone ones seem great to me, but of course only one pair per size works for me. That is to say, the full price just for a pair of silicone plugs seems excessive to me. I would not recommend your purchase."
364,"Reloj excelente a muy buen precio Se ve la hora en el techo continuamente,incluso con luz diurna..es pequeñito y no ocupa mucho espacio en la mesilla .ya he tenido otros oregon..pero este lo veo mas util precisamente por no tener muchas cosas tecnicas que luego no se usan",5,es,"Excellent watch at a very good price You can see the time on the ceiling continuously, even in daylight... it is small and doesn't take up much space on the bedside table. I have had other Oregons... but I find this one more useful precisely because it doesn't have many technical things that are not used later"
365,"Es elegante y aunque el asa es de plástico ,es cómoda de manejar ,lo que me ha sorprendido negativamente es que NO SIRVE PARA INDUCCION.",2,es,"It is elegant and although the handle is plastic, it is comfortable to handle. What surprised me negatively is that IT IS NOT USE FOR INDUCTION."
366,Me gusta pero poco rígida.,3,pt,I like it but a little rigid.
367,"Edito: La review era sobre un pequeño altavoz inalámbrico. Ahora el articulo que se vende aquí no tiene nada que ver. Creo que Amazon debería evitar estas prácticas. Rebajo a 2 estrellas y pongo fotos. ----------------------------------------- Llegó estropeado y no hubo problema alguno, me devolvieron el dinero. Le pongo 5 estrellas porque mi hijo compró otro y he podido probar el suyo que funciona bien y produce un sonido increíble para su tamaño. Te lo puedes llevar por la casa para ponerte el audio mientras haces cualquier cosa y al final gastas este en esos casos porque es el mas pequeño que tenemos y suena bien.",2,es,"Edit: The review was about a small wireless speaker. Now the article sold here has nothing to do with it. I think Amazon should avoid these practices. I downgrade to 2 stars and post photos. ----------------------------------------- It arrived damaged and there was no problem, I They returned the money. I give it 5 stars because my son bought another one and I have been able to test his one, which works well and produces an incredible sound for his size. You can take it around the house to play the audio while you do anything and in the end you spend this one in those cases because it is the smallest one we have and it sounds good."
368,"La relación calidad-precio es buena. La hamaca es tal y como se describe aunque viene sin cuerda para colgar. El envío lento, llegó casi una semana después de la fecha prevista de entrega.",3,es,"The quality-price rate is good. The hammock is as described although it comes without a rope to hang. Slow shipping, arrived almost a week after the expected delivery date."
369,Elas mallas están muy bien. Se sienten cómodas y aunque se ajustan no aprietan. El único pero que les encuentro es la falta de un bolsillo interior,4,es,"The tights are very good. They feel comfortable and although they fit, they are not tight. The only drawback I can find is the lack of an interior pocket."
370,Por el precio está muy bien. Espero que dure mucho,5,es,For the price it is very good. I hope it lasts long
371,"Es un buen recambio para la Roomba 600, la única pega es la durabilidad del cepillo lateral que pierde cerdas y no dura tanto como el original, pero viene con tres de repuesto.",4,es,"It is a good replacement for the Roomba 600, the only drawback is the durability of the side brush that loses bristles and does not last as long as the original, but it comes with three replacements."
372,"El abridor es bonito y la foto hace honor al original. Una buena idea para regalar. La única pega es que pensaba que venía en una bolsa o caja para hacerlo más bonito, pero no es así.",3,es,"The opener is nice and the photo honors the original. A good gift idea. The only downside is that I thought it came in a bag or box to make it prettier, but it doesn't."
373,No me funciona ya!! Pero espero que tenga dos años de garantía!!!!,1,es,It doesn't work for me anymore!! But I hope it has a two-year warranty!!!!
374,El diseño es bueno. El funcionamiento también. Lo que no me ha gustado y creo que es un fallo importante es que las instrucciones tan sólo vengan en inglés.,4,es,The design is good. The operation too. What I didn't like and I think it's a major flaw is that the instructions only come in English.
375,"Funda de excelente calidad, muy buen material con un gran tacto al uso. No le pongo las 5 estrellas porque le tapa la cámara de la tablet pero no importa porque apenas la usa. Buen producto.",4,es,"Excellent quality case, very good material with a great feel to use. I don't give it 5 stars because it covers the tablet's camera but it doesn't matter because you barely use it. Good product."
376,"Lo peor que he comprado en Amazon,no se ajusta a las imágenes de muestra,me llegó todo rallado ,un plástico malo,se suponía por las imágenes que tenía imán,el envoltorio del producto se abría y cerraba sin ningún precinto ,daba la sensación de haber sido utilizado.Ya lo he devuelto,Amazon como siempre de diez.",1,es,"The worst thing I have bought on Amazon, it does not match the sample images, it arrived all scratched, bad plastic, it was assumed from the images that it had a magnet, the product packaging opened and closed without any seal, it gave the impression having been used. I have already returned it, Amazon as always out of ten."
377,Producto perfecto aunq no llego cuando tocaba,3,es,Perfect product although it did not arrive when it was supposed to.
378,"Es una barra que, por su precio, cumple ampliamente su función. Quizá un pelín endeble en la parte media cuando se utiliza en casi toda su extensión y seguramente no aguante mucho peso, pero utilizándola con cabeza, es un muy buen producto. Viene con tornillos para anclarla.",4,es,"It is a bar that, for its price, largely fulfills its function. Maybe a little flimsy in the middle part when used in almost its entire extension and it probably won't hold much weight, but when used wisely, it is a very good product. It comes with screws to anchor it."
379,"El diseño es muy chulo y a mi peque la encanta, lo malo es que no encaja bien en todas las ventanillas ni la parte que pega al cristal cumple la función, en seguida se cae y desde el primer día.",2,es,"The design is very cool and my little one loves it, the bad thing is that it doesn't fit well in all the windows nor does the part that sticks to the glass fulfill the function, it immediately falls off and from the first day."
380,"El proyector cumple las expectativas, algo ruidoso el ventilador si se usa en casa pero en una sala grande no se percibe.",4,es,"The projector meets expectations, the fan is somewhat noisy if used at home but in a large room it is not noticeable."
381,"No me ha gustado nada ya que es un libro de segunda mano compre 12 libros y no especificaba bien que eran de segunda mano ,nadie se hizo cargo de los gastos de envío al intentar devolverlo , más caro hacer la devolución que quedarme con el libro , usado , fatal.",1,es,"I didn't like it at all since it is a second-hand book, I bought 12 books and I didn't clearly specify that they were second-hand, no one took care of the shipping costs when trying to return it, it is more expensive to make the return than to keep the book. used, fatal."
382,"No tiene casi olor, y la ropita me sale limpia! Un poquito caro pero muy bueno",5,es,"It has almost no smell, and my clothes come out clean! A little expensive but very good"
383,El que tenga que tener tres cables y tres cargadores hacen un engorro este soporte,2,es,The fact that it has to have three cables and three chargers makes this stand a hassle.
384,La luz no es blanca. Es amarilla. No se corresponde la descripción del producto con la realidad.,1,es,The light is not white. Is yellow. The description of the product does not correspond to reality.
385,A mis sobrinos les ha encantado. Valen como estuche o para guardar cartas o pequeños muñecos. El estuche es grandecito.,5,es,My nephews loved it. They are suitable as a case or to store letters or small dolls. The case is big.
386,Pensé que no era muy pequeño para el niño poder manejarlo regular prefiero uno más grande.,2,es,"I thought it was not too small for the child to be able to handle it regularly, I prefer a bigger one."
387,No le doy cinco porque la cremallera del estuche se abre cada dos por tres. Color bonito y buen tamaño y calidad (la mochila y telas al menos),4,es,I don't give it a five because the zipper on the case opens every now and then. Nice color and good size and quality (the backpack and fabrics at least)
